eog,emg
1,-2
-1,0
-2,-1
-2,1
-1,2
-1,-2
0,0
1,-1
1,0
1,1
3,-1
3,0
4,-2
4,2
3,3
3,-2
5,1
8,-2
10,-3
11,1
10,2
6,5
2,1
0,1
-1,1
-1,-3
0,1
0,0
0,0
0,1
0,-2
0,0
-1,-1
-1,1
-2,2
-3,-2
-3,1
-3,-2
-2,-3
0,1
2,-1
3,1
2,-1
3,1
3,3
2,-2
3,0
3,-2
2,-2
1,1
0,-1
-1,1
-2,-2
-1,1
-1,3
-2,-1
-1,2
0,-1
1,-1
1,2
1,0
0,2
-1,-1
0,0
0,2
0,-2
0,1
0,-1
0,-2
0,1
1,0
1,1
1,-2
1,0
2,1
2,-3
3,0
5,-1
5,0
5,2
5,0
4,1
3,-1
4,1
5,2
5,-2
5,1
5,-1
4,-1
3,1
4,0
4,0
3,-3
3,-1
2,0
1,-2
0,2
-1,0
-3,0
-3,2
-3,0
-2,1
-3,-2
-4,0
-5,0
-6,-3
-4,1
-2,-1
-2,-1
-1,1
-1,0
-2,4
-4,1
-4,1
-6,1
-7,-2
-5,2
-4,1
-3,-1
-3,-1
-4,-3
-4,0
-4,-2
-2,0
-2,1
-2,-2
-2,3
-2,1
-3,-1
-3,1
-1,0
-1,3
-1,-1
1,0
3,1
2,-3
2,2
2,0
0,-1
-1,0
0,-1
0,1
1,-1
2,0
2,-1
1,-4
2,1
2,0
2,0
3,1
4,-1
3,2
2,0
2,2
0,2
-1,-3
-1,2
0,2
0,1
0,2
0,-1
0,1
0,-1
0,0
-2,1
-4,-3
-4,2
-2,0
0,-2
1,0
2,-1
2,1
3,-1
5,0
6,1
6,-3
5,1
3,0
-1,0
-4,1
-6,-1
-7,1
-7,-1
-3,1
0,1
3,-3
5,1
7,0
8,-1
11,-1
13,-2
11,3
8,2
5,3
2,4
0,-2
-1,2
-1,1
-1,0
0,1
1,-2
1,-1
1,-2
0,0
0,2
-1,-2
-1,1
-1,-1
-2,-1
-2,1
-4,-1
-5,1
-6,-1
-6,1
-6,2
-6,-3
-5,1
-3,-1
-2,-1
-1,1
0,-1
-1,0
-2,-2
-1,1
-2,3
-4,-2
-4,1
-3,-1
-2,-1
-2,2
-2,-1
-3,0
-4,-2
-3,1
-3,2
-3,-1
-3,3
-3,0
-5,0
-5,1
-5,-1
-5,0
-5,-3
-4,-1
-3,2
-2,-1
-1,1
-1,-1
-2,-1
-2,1
-1,-1
-2,1
-2,-2
-2,1
-3,3
-4,-1
-4,2
-4,0
-4,-2
-4,1
-4,0
-5,3
-6,0
-6,1
-5,1
-6,-3
-5,0
-5,-2
-5,-3
-5,0
-4,-1
-4,1
-5,-1
-5,0
-5,1
-6,-2
-6,3
-5,1
-6,0
-6,1
-7,0
-8,2
-8,0
-7,0
-7,0
-9,-3
-10,1
-10,0
-10,-1
-9,0
-6,-1
-6,2
-6,-1
-7,1
-7,2
-8,-2
-7,1
-6,-1
-6,-2
-3,1
-1,0
0,2
1,0
1,0
1,0
0,-3
0,2
0,0
-1,-1
-1,1
-2,0
-4,2
-6,0
-7,0
-7,1
-6,-2
-5,1
-3,-1
-1,-2
0,1
0,0
-1,2
-2,-1
-1,0
0,0
0,-3
1,2
1,0
-1,-1
-1,0
-2,-1
-4,2
-6,0
-6,1
-7,1
-8,-3
-7,2
-8,0
-9,-1
-8,1
-5,0
-3,2
-1,-1
0,0
-2,0
-4,-3
-5,3
-6,1
-7,0
-6,1
-4,-1
-3,2
-2,0
0,0
0,1
-1,-3
-3,1
-5,0
-6,-1
-6,-1
-3,-5
0,-3
