eog,emg
-16,0
-15,0
-15,0
-14,0
-14,0
-14,1
-14,0
-13,0
-12,0
-13,0
-13,0
-14,0
-15,0
-15,0
-13,0
-11,0
-9,0
-7,-1
-5,0
-4,0
-5,1
-6,0
-7,-1
-8,-1
-7,0
-6,0
-6,1
-5,0
-5,0
-5,-1
-4,0
-2,0
1,0
4,0
6,1
7,0
6,-1
3,-1
2,0
5,0
8,0
9,0
8,0
6,0
4,0
1,-1
-3,0
-6,0
-7,0
-7,0
-6,1
-4,1
-3,1
-1,0
1,-1
4,0
6,0
6,-1
5,-1
2,-1
-2,0
-4,0
-6,0
-6,1
-5,0
-2,1
1,1
4,0
6,0
6,-1
6,-1
6,0
5,0
5,0
6,0
8,0
9,0
11,0
12,0
15,1
19,2
22,2
24,1
22,-1
16,-2
7,-3
0,-3
-4,-2
-4,0
-2,1
1,1
1,1
0,1
-2,1
-3,1
-4,1
-4,0
-3,0
-1,0
1,0
2,0
4,-1
5,-1
6,0
5,0
3,0
3,0
4,1
5,1
6,0
6,0
6,0
6,0
5,0
5,-1
4,0
3,0
1,1
1,1
1,0
2,0
4,0
6,0
7,0
7,0
7,0
7,0
6,0
5,0
3,0
2,-1
2,0
4,0
5,0
7,0
8,0
9,0
9,0
6,0
3,0
1,0
0,0
-1,-1
-1,0
0,0
2,1
2,0
2,0
1,0
0,1
0,0
-1,0
-2,0
-3,0
-3,0
-3,0
-4,1
-4,0
-3,0
-2,0
1,-1
4,0
9,0
12,0
14,1
14,0
12,0
11,0
12,0
13,0
13,0
14,0
15,0
16,0
17,1
19,1
20,0
20,0
20,-1
18,0
17,0
17,0
17,0
19,0
21,0
22,0
23,0
25,0
27,1
28,1
28,0
26,0
23,0
19,0
16,0
13,0
11,0
13,0
18,0
23,0
28,0
32,0
35,0
38,0
39,0
39,0
38,0
37,0
36,0
32,0
29,0
27,0
26,0
26,0
24,-1
23,0
21,0
19,0
17,0
17,1
18,0
20,0
21,0
21,0
21,0
21,0
23,1
27,2
31,2
34,1
34,-1
31,-3
26,-4
22,-3
22,-1
22,0
23,1
22,1
21,1
19,0
18,0
18,1
18,1
18,1
16,1
14,0
13,0
14,0
17,0
19,0
21,0
22,0
23,0
23,0
22,0
20,0
18,0
18,0
19,0
20,0
20,0
20,0
20,0
18,0
15,0
13,0
14,0
19,0
24,0
30,0
33,0
36,0
37,0
38,0
39,0
39,0
37,0
35,0
34,0
35,0
37,0
38,0
38,0
37,0
35,0
32,0
30,0
29,0
29,0
29,0
27,0
25,0
24,0
23,1
23,0
23,0
22,0
22,0
22,0
23,0
25,-1
28,0
30,1
31,0
30,0
29,0
27,0
24,0
22,0
21,0
22,0
23,0
24,0
24,1
24,1
22,0
18,-1
15,-1
12,-1
10,0
9,0
9,1
7,0
7,0
7,0
8,0
9,1
11,0
12,0
12,0
10,0
11,0
11,0
11,-1
11,0
10,0
8,0
7,0
5,0
4,0
4,0
4,0
3,-1
3,0
6,1
10,0
14,0
18,-1
21,0
20,0
18,0
15,0
13,0
9,0
5,0
0,0
-6,1
-12,1
-16,0
-19,0
-20,0
-21,0
-21,0
-20,0
-17,-1
-14,0
-10,0
-8,0
-6,0
-5,0
-2,0
2,1
5,1
8,2
7,1
4,-1
-4,-2
-12,-4
-17,-3
-20,-2
-21,0
-19,1
-18,1
-18,2
-19,2
-21,0
-24,0
-25,0
-26,1
-25,0
-22,0
-19,0
-16,0
-14,0
-13,-1
-13,-1
-15,0
-17,0
-19,0
-19,0
-19,0
-18,0
-15,1
-14,1
-14,1
-15,1
-16,0
-17,0
-18,0
-20,-1
-22,0
-22,0
-20,0
-16,1
-12,0
-10,0
-9,0
-12,0
-15,0
-19,-1
-21,-1
-23,0
-24,0
-25,0
-25,0
-24,0
-23,0
-23,0
-24,0
-25,-1
-26,0
-27,1
-29,0
-32,-1
-34,0
-34,0
-35,0
-37,0
-39,0
-40,-1
-39,0
-39,0
-39,0
-39,1
-37,1
-35,0
-34,0
-32,0
-31,0
-31,0
-32,0
-35,0
