eog,emg
12,31
11,30
13,103
14,105
13,0
13,-53
12,-27
7,-113
4,-133
2,-34
0,-33
-1,-14
2,53
5,86
6,19
8,-15
10,47
8,-58
8,-73
9,42
8,16
7,30
8,81
8,95
5,30
5,-10
5,35
3,-74
3,-111
5,7
5,8
5,4
7,62
7,70
5,-12
6,-38
6,6
3,-88
2,-113
2,-2
1,9
0,13
1,64
2,73
0,-8
0,-26
0,33
-3,-74
-4,-99
-1,18
0,21
2,35
7,86
10,83
11,-12
13,-48
16,12
15,-91
15,-114
17,17
17,33
15,48
16,96
15,91
11,-8
9,-49
7,3
3,-83
-1,-116
-3,-16
-7,0
-11,11
-12,71
-14,86
-19,-13
-22,-35
-23,40
-27,-55
-29,-89
-30,4
-33,4
-37,16
-37,60
-37,69
-39,-16
-39,-33
-38,55
-40,-45
-41,-87
-40,17
-41,10
-42,11
-39,43
-36,49
-35,-16
-30,-36
-26,40
-24,-60
-20,-96
-14,22
-12,21
-11,26
-8,59
-6,58
-7,-15
-7,-28
-5,70
-6,-31
-4,-102
1,2
2,0
3,3
6,54
7,49
6,-26
8,-29
9,63
8,-24
6,-94
6,-1
4,10
1,22
1,57
0,30
-3,-46
-1,-35
2,75
1,-19
2,-98
5,0
6,-1
5,6
7,55
8,38
6,-42
6,-46
7,65
5,-7
4,-80
6,17
5,10
4,4
5,49
5,30
3,-40
3,-38
3,66
2,-4
3,-75
5,12
5,1
3,-6
4,41
5,24
4,-53
5,-45
8,72
8,5
10,-66
15,11
18,-5
19,-6
22,36
23,27
22,-30
23,-24
25,84
24,1
24,-80
27,14
26,2
25,-7
27,26
28,10
25,-41
25,-31
28,83
29,4
33,-79
40,16
44,10
46,15
48,60
43,38
32,-43
25,-47
22,73
18,-7
17,-94
17,-6
15,-6
12,3
12,38
12,24
9,-30
9,-17
10,110
9,26
10,-86
12,-10
12,-14
11,0
12,55
12,28
9,-22
7,0
5,119
1,43
-2,-110
-1,-39
-2,-48
-3,-80
-2,-13
-2,-32
-5,-79
-5,-37
-4,86
-5,33
-5,-41
-2,20
-1,-8
0,-18
3,17
6,47
6,2
7,-4
10,122
9,55
8,-23
9,30
8,-21
5,-36
6,15
6,21
4,-32
5,-17
5,100
3,20
2,-87
3,-23
2,-49
1,-71
2,-20
3,2
3,-21
4,6
5,124
4,40
2,-63
4,1
3,-32
2,-48
4,-4
5,20
3,3
1,19
1,132
-3,37
-5,-83
-5,-23
-9,-51
-13,-66
-12,-4
-12,42
-14,30
-14,52
-14,163
-17,56
-19,-93
-17,-47
-16,-71
-16,-83
-12,-22
-9,5
-9,-17
-7,19
-3,144
-1,54
1,-59
4,-18
5,-57
5,-64
6,-13
6,21
4,-2
5,15
8,138
8,47
9,-67
12,-12
13,-48
12,-58
14,-8
16,22
15,-6
16,-3
19,112
19,36
18,-63
20,-15
20,-54
18,-74
19,-23
20,35
18,17
18,24
19,135
17,41
15,-54
15,3
15,-45
14,-78
15,-29
15,31
13,18
14,23
17,132
18,44
19,-64
22,-11
23,-58
21,-87
24,-31
26,28
26,32
27,32
28,125
26,39
23,-83
23,-19
21,-46
17,-81
18,5
20,61
19,-4
21,-15
24,99
24,34
23,-75
25,-39
25,-59
23,-62
22,5
21,46
17,25
16,29
17,118
15,36
14,-86
16,-39
17,-51
17,-60
19,6
22,48
22,23
24,11
26,102
