eog,emg
3,1
-2,1
-2,2
2,2
1,2
0,1
2,0
0,-2
-2,0
3,0
6,1
4,6
8,8
15,12
18,13
17,5
13,-7
4,-20
-3,-22
-1,-15
0,-7
-1,0
1,2
1,2
-2,4
-1,3
4,3
6,2
6,3
9,2
6,2
1,3
4,3
6,3
3,-2
3,-4
7,0
6,-1
4,1
5,2
5,0
2,0
3,0
4,1
1,1
1,1
6,1
8,1
7,4
11,1
14,-4
10,-3
8,-1
8,0
6,0
7,0
10,0
9,-1
9,2
15,1
14,-2
7,-3
5,-3
6,0
2,-1
0,0
4,2
5,-1
4,0
6,0
5,-3
0,-2
-1,-1
-1,1
-4,1
-5,0
-3,0
-5,0
-6,0
-3,0
-3,1
-7,3
-8,0
-8,-2
-12,0
-15,3
-14,1
-13,-1
-10,3
-5,2
-5,-1
-10,0
-10,-2
-7,-1
-9,0
-9,1
-6,1
-6,-2
-7,-1
-5,1
-7,1
-11,2
-9,3
-6,2
-10,-1
-11,-2
-8,-2
-8,-4
-9,-1
-4,2
-1,2
-2,2
-1,0
-1,-1
-5,-3
-5,-3
1,1
3,2
3,4
5,4
5,1
2,0
2,-2
3,-3
-1,-1
-2,2
2,1
3,-2
3,-1
5,-2
3,-2
-2,-3
-1,-3
0,-1
-4,-2
-7,0
-3,1
-2,1
-3,3
-1,2
-1,3
-4,4
-3,2
-1,2
-4,-1
-2,-2
5,-1
6,-2
3,0
3,1
2,1
2,4
9,6
16,10
16,12
17,9
17,-2
11,-16
5,-20
5,-17
3,-10
-1,-3
0,1
3,5
2,4
4,4
10,2
11,0
11,5
14,4
14,1
10,3
10,2
12,1
13,0
16,0
21,0
21,0
20,2
23,3
22,-1
19,-3
20,-4
21,-1
17,1
18,2
21,1
21,-1
20,1
20,1
17,0
14,0
17,0
19,0
17,0
18,2
20,0
19,-1
17,2
21,3
24,0
21,-2
20,-3
20,-3
16,-4
15,0
18,0
15,-2
13,-1
16,0
17,1
13,1
12,-2
14,-1
10,1
8,0
11,1
10,0
8,0
9,1
8,2
2,1
0,-1
1,-1
-1,0
-1,3
3,3
2,1
-1,3
1,0
2,-1
-1,1
0,-1
2,-2
-1,-4
-2,-4
2,1
1,3
-1,3
2,0
2,-5
-2,-4
-2,0
0,1
-2,0
-1,1
3,2
2,0
0,0
2,0
0,1
-4,1
-3,0
-2,-1
-5,-3
-5,-1
-2,0
-4,1
-6,5
-1,4
2,3
-1,1
-2,0
-1,1
-4,-2
-4,-2
1,-1
0,-3
-3,-2
-1,-2
-1,-3
-5,-2
-6,-1
-3,0
-3,-1
-3,0
-1,-2
-2,-2
-3,3
0,3
-1,-2
-5,-1
-3,2
-1,2
-4,2
-6,3
-5,1
-5,-2
-5,-1
0,-2
0,-1
-6,2
-7,2
-4,4
-2,8
2,11
7,11
4,5
-3,-7
-9,-19
-14,-21
-19,-15
-18,-8
-15,-1
-14,3
-13,8
-8,6
-8,2
-8,4
-5,3
-5,2
-11,2
-13,1
-12,1
-12,-1
-10,1
-8,1
-9,-4
-9,-3
-7,0
-9,4
-13,3
-12,0
-10,-2
-11,-2
-11,0
-9,1
-9,2
-10,4
-7,2
-6,0
-9,-1
-9,0
-9,-1
-13,-3
-12,-1
-6,2
-4,1
-7,1
-6,1
-6,0
-8,-2
-8,-2
-7,0
-10,-1
-10,-2
-7,-2
-9,-2
-12,1
-9,-3
-9,-4
-14,-1
-14,0
-13,2
-15,1
-14,1
-8,-1
-8,-5
-10,0
-9,4
-10,2
-15,2
-15,0
-11,-1
-11,0
-10,2
-6,1
-5,1
-5,3
-3,2
-4,0
-9,-2
-9,-1
-5,0
-6,-3
-5,-2
-2,1
-2,4
-4,4
-1,0
0,-1
-3,-2
-3,-1
-1,0
-3,-1
-4,-1
-2,-2
-3,-3
-5,3
-2,2
0,1
-2,2
-1,-1
3,0
0,-1
-1,-1
2,-1
2,-4
1,-3
5,1
5,2
1,3
2,2
4,1
2,1
2,3
4,2
3,-1
3,-1
6,0
5,-1
1,1
1,-2
3,-7
0,-5
2,1
7,1
7,-2
2,-2
1,-3
0,-1
-4,2
-4,2
0,5
0,4
1,1
3,1
3,0
2,0
4,0
3,-1
-2,-2
0,-2
6,2
6,1
6,2
12,6
17,10
20,13
22,8
14,-5
-1,-15
-8,-20
-9,-19
-10,-12
-7,0
0,3
1,1
0,5
3,6
0,3
-5,3
-4,3
0,4
-1,3
-3,3
-2,2
-2,-1
-2,-1
3,-2
2,-1
-3,-1
-3,0
1,1
1,0
-1,0
0,0
-1,0
-2,0
1,-2
2,1
-1,3
-1,1
2,1
1,0
0,0
1,0
0,-4
-3,0
-1,2
0,1
-2,3
0,2
3,-1
2,-3
1,-3
3,-4
