eog,emg
1,-8
1,-6
2,-11
3,0
3,-24
2,-3
1,5
1,-15
2,14
3,-2
3,-8
4,-5
4,-7
2,15
-1,-16
-2,-3
0,7
0,-32
0,2
1,4
0,-5
-1,0
-1,-6
-1,21
0,6
2,11
3,12
2,-9
1,20
2,12
2,7
2,0
2,-8
1,0
0,-15
0,13
2,8
2,-17
2,7
2,1
2,6
2,1
2,-6
2,15
2,-11
1,5
-1,5
-3,-36
-3,-12
-1,-10
0,3
0,11
1,-3
2,14
1,-4
-1,14
-1,17
-1,-14
-1,10
0,-4
0,-3
-1,3
0,-13
0,-2
-1,-25
-2,-3
-2,14
-1,-9
0,14
1,3
2,5
3,13
5,8
6,18
5,-12
5,5
6,9
5,-14
4,-2
5,-14
5,-2
5,5
4,6
4,18
4,-14
4,0
3,-1
2,-24
1,9
-1,-9
-1,-15
-1,-8
0,-17
1,7
0,-17
-2,3
-2,20
-3,-7
-2,28
0,19
1,6
-1,-1
-2,-16
-2,-1
-1,-11
1,22
5,55
8,73
11,111
11,58
8,-32
2,-110
-4,-135
-8,-100
-8,-83
-7,-27
-5,-4
-6,-11
-7,30
-8,30
-9,37
-9,31
-8,16
-8,24
-8,-2
-7,22
-5,24
-5,1
-6,51
-6,14
-6,-45
-6,-39
-6,-26
-6,10
-6,-11
-6,-4
-5,21
-4,0
-5,8
-4,-12
-4,0
-4,8
-4,-3
-5,22
-5,-8
-3,4
-3,15
-4,-12
-5,7
-5,0
-5,3
-6,8
-5,8
-3,4
-2,-27
-2,-1
-1,6
0,-9
1,9
2,-3
1,3
-1,-3
-2,-1
-1,22
0,-14
0,-3
2,-1
3,-22
4,10
4,-18
3,-29
-1,-19
-2,-14
-1,16
0,-8
-1,7
-1,17
0,-7
1,22
0,14
-1,8
-1,5
-1,1
-1,17
-2,-16
-1,-4
0,-1
0,-20
-2,13
0,6
4,8
6,5
8,-1
8,17
6,-5
5,14
5,12
5,-16
4,4
4,-4
4,-10
1,-16
-1,-18
-2,-1
-1,-18
0,8
1,11
4,-15
6,10
7,-1
7,9
8,11
8,-1
7,12
6,-28
6,-4
7,16
6,-12
5,14
5,0
5,5
4,12
4,-4
4,5
3,-14
2,9
3,19
3,-1
4,10
6,-12
7,-16
8,-12
9,-2
10,15
13,-11
17,13
19,17
19,-4
18,15
19,-11
19,-14
17,-14
15,-14
12,7
10,-28
9,-19
8,-6
8,-13
7,24
6,10
3,6
1,10
0,9
1,25
1,-7
2,4
3,1
5,-30
7,5
10,-2
12,11
15,41
17,78
19,120
19,55
16,-19
11,-98
5,-149
2,-100
2,-68
4,-33
5,-9
5,9
4,38
4,23
6,26
8,17
9,2
8,31
9,24
8,19
8,9
7,5
6,21
5,-6
4,17
3,9
1,-26
-2,-1
-2,-22
-1,-21
1,-18
3,-22
4,3
5,-16
7,14
8,24
6,-7
3,15
2,5
1,9
0,11
1,4
1,17
2,-7
2,6
4,-1
4,-22
4,7
4,1
6,7
8,4
8,3
7,14
4,-21
1,0
1,7
2,-14
2,9
3,-3
2,-12
0,-17
-1,-13
-3,6
-5,-18
-6,-1
-3,5
0,-10
1,18
0,1
-2,1
-3,-1
-3,-4
-2,20
-3,-10
-2,6
0,0
2,-20
3,20
3,8
3,10
2,3
2,-2
3,21
2,-1
-1,17
-3,18
-6,-12
-6,10
-5,2
-5,-11
-5,-25
-5,-22
-6,1
-7,-15
-8,7
-6,7
-6,-11
-6,14
-6,3
-5,9
-4,-1
-5,-14
-6,6
-7,-13
-6,11
-4,7
-3,-29
-4,0
-3,-4
-2,6
0,9
1,-2
1,12
-1,-16
-2,8
-2,17
-3,-13
-4,7
-3,-2
-3,4
-3,-11
-3,-17
-3,7
-1,-16
-1,10
-2,11
-3,-11
-3,12
-4,-10
-4,-7
-6,5
-7,9
-7,23
-7,-6
-7,2
-6,-1
-6,-24
-7,9
-7,7
-6,7
-6,2
-5,0
-4,18
-3,-17
-2,-5
-2,-7
-3,-26
-5,6
-4,-8
-2,-5
-1,-12
0,-15
-1,16
-2,-7
-3,14
-5,14
-7,-10
-8,23
-7,11
-4,1
-2,-14
0,-22
2,10
3,10
4,51
7,81
9,82
11,83
10,-4
5,-86
-1,-135
-5,-128
-6,-74
-7,-55
-7,0
-6,18
-4,5
-3,38
-2,34
-1,39
-1,26
-1,-1
0,13
1,-3
3,23
4,27
5,-9
6,12
8,0
9,1
8,-4
8,-14
9,-2
8,-26
7,5
7,5
8,-24
8,-2
7,-5
5,13
5,13
7,9
8,16
6,-16
6,8
6,13
6,-11
6,8
5,-6
3,-1
2,4
3,-3
3,3
3,-19
2,10
1,18
1,-3
1,15
2,-3
2,-1
1,-7
1,-2
2,16
2,-20
0,-3
0,-4
-2,-28
-2,2
-1,-15
-3,-10
-6,-3
-7,2
-6,26
-6,-12
-6,1
-6,10
-7,-9
-8,18
-7,5
-7,1
-9,-5
-10,-6
-10,5
-10,-16
-10,9
-9,8
-8,-8
