eog,emg
15,-12
11,-12
14,15
20,16
17,-6
12,-1
12,5
9,1
5,-5
8,-9
9,5
4,14
8,-10
14,-17
11,2
10,2
16,6
16,19
12,13
15,-5
19,-16
18,-12
20,-10
22,-13
18,0
15,26
18,21
14,-9
8,-14
10,3
11,4
7,-8
7,-6
7,2
1,9
0,0
3,0
1,2
-2,-11
2,-6
7,3
4,9
4,6
9,-5
11,9
13,9
21,-8
22,-6
18,-9
18,0
18,4
15,-7
18,5
22,11
18,1
14,-5
14,-20
13,-18
10,17
9,18
6,-1
0,3
-1,-5
5,-5
9,14
15,12
26,6
30,-2
29,-13
26,-16
18,-8
6,2
3,-9
8,0
9,19
10,12
15,-1
15,-11
12,-7
14,-11
15,-12
9,22
8,36
11,7
7,-15
3,-15
4,2
1,6
-3,-16
-3,-19
-4,-12
-8,3
-6,25
0,26
-2,6
-5,-4
-4,0
-7,-17
-12,-25
-13,7
-14,14
-20,-6
-18,-5
-9,-4
-4,-14
0,-1
5,19
3,27
0,19
5,-12
6,-10
0,11
-3,-8
-2,-17
-4,-8
-5,-5
-3,3
-6,3
-12,-5
-9,-5
-6,0
-8,16
-7,23
-4,0
-5,-10
-3,-4
2,-6
0,-5
-5,-14
-4,-12
-2,23
-6,20
-5,4
-1,-4
-2,-19
-2,3
6,10
8,-8
5,-2
5,-7
2,-10
-5,11
-6,17
0,9
2,-7
5,-15
10,-1
10,6
4,-16
1,-14
-3,17
-9,14
-6,-2
-2,10
-5,7
-4,-3
6,-7
8,-9
4,4
5,1
5,-16
0,-14
1,6
4,26
1,13
1,-4
7,-9
7,-7
1,-3
-2,-7
-5,4
-10,16
-10,11
-9,-2
-13,-5
-13,-4
-7,-16
-6,-24
-10,-3
-8,17
-9,14
-18,12
-20,4
-15,3
-15,-1
-16,-11
-13,-10
-13,2
-14,3
-10,-8
-9,-1
-12,-7
-11,2
-10,27
-16,18
-17,2
-11,-15
-9,-26
-12,-13
-12,-14
-16,-4
-20,17
-17,20
-13,22
-14,7
-12,-8
-6,-14
-5,-10
-10,8
-12,8
-14,-9
-19,-20
-19,-13
-17,6
-18,21
-17,27
-12,8
-14,-10
-22,-8
-24,-12
-25,-10
-28,-12
-24,-11
-20,15
-24,31
-25,16
-20,-2
-22,-14
-25,-19
-20,-1
-17,12
-21,-2
-22,-5
-22,-6
-26,-20
-25,0
-18,23
-15,12
-8,11
5,8
10,2
9,2
12,-17
9,-23
-6,-5
-16,-2
-13,-7
-11,11
-13,21
-11,4
-13,-13
-18,-10
-13,1
-3,5
-3,12
-5,3
-5,-2
-10,5
-15,1
-12,-5
-10,-16
-13,-10
-12,13
-11,10
-17,-8
-18,-13
-10,-5
-7,1
-7,6
-2,8
-1,10
-5,10
-4,1
-2,-1
-3,2
1,-2
10,-3
10,-10
8,-22
10,-6
10,14
5,19
5,13
8,-8
5,-9
5,4
11,-15
11,-11
8,20
7,4
5,-5
0,-2
0,-6
4,13
1,0
1,-16
6,11
7,20
7,8
10,-4
10,-18
4,-26
5,-11
11,10
10,12
9,18
12,13
8,-13
4,-17
12,1
17,11
15,3
16,-9
15,-6
5,3
2,4
8,-4
9,0
8,11
12,0
14,0
10,5
10,-12
10,-20
7,0
9,20
14,9
12,-4
10,3
16,5
17,-8
11,-16
9,7
9,23
6,7
9,-6
13,-10
11,-2
11,-7
17,-25
17,-3
14,17
16,6
16,13
10,9
7,-11
10,-8
9,-4
9,2
15,15
14,-6
6,-18
6,10
9,13
9,0
12,-10
17,-8
13,18
9,22
13,-3
12,-8
7,-12
6,-19
4,-1
-4,1
-5,-2
-1,10
-3,4
-5,-1
-3,-3
-2,-1
-6,6
-5,-8
-2,-7
-4,12
-2,23
5,10
7,-11
9,-6
18,-6
18,-5
10,4
9,-4
10,-9
7,-7
7,1
10,-4
7,-9
2,11
7,27
10,17
5,-10
1,-19
-1,-2
-6,4
-8,2
-7,-2
-13,-15
-17,-10
-11,10
-8,11
-10,7
-8,11
-7,2
-10,-5
-8,-3
0,-10
0,-4
-2,0
2,3
5,11
6,-5
9,-4
10,1
6,-1
5,10
9,1
11,-4
16,-5
29,-8
36,10
30,6
21,-8
9,-3
-4,2
-9,4
-6,-6
-6,-6
-5,-2
-2,-3
-6,-1
-9,-18
-6,2
-3,42
-7,24
-7,1
-2,-10
-1,-14
0,-10
3,-24
3,-23
-1,17
1,37
2,9
-4,-3
-4,3
1,-6
1,-8
1,-6
5,-11
4,-7
-1,16
-1,21
-1,7
-4,-5
-4,-22
-1,-11
-4,8
-6,4
1,3
4,-4
2,-8
2,13
2,19
-2,2
-3,-13
1,-7
-1,2
-3,-11
2,-8
5,7
3,3
6,4
9,12
6,8
4,-3
4,-8
-1,-2
-6,-7
-4,-18
-4,-7
-6,20
-2,25
2,0
-3,-4
-5,6
-2,-7
-4,-12
-5,-10
2,-14
3,0
-3,18
-3,16
-1,4
-4,-14
-2,-12
2,5
0,7
-2,6
3,4
3,11
-3,7
-1,-10
4,-9
2,-18
-1,-10
-2,15
-7,1
-9,-10
-4,-1
-6,5
-12,6
-12,-5
-9,-8
-14,12
-16,17
-13,-8
-15,-8
-14,8
-5,-9
-2,-10
-5,17
-5,15
-4,-2
-9,-11
-9,-12
-3,-16
-2,-8
-1,16
3,26
2,11
-3,-12
1,-12
6,-1
4,2
2,5
3,3
-3,-8
-8,-6
-5,4
-3,4
-5,-12
-4,-31
-6,-2
-14,28
-15,9
-13,6
-18,17
-21,12
-13,7
-8,-14
-12,-28
-11,-6
-8,2
-9,-9
-5,-2
0,-3
-4,0
-7,15
-2,12
-1,19
-5,10
-4,-15
-2,-14
-8,-17
-10,-20
-7,-6
-6,11
-6,34
-1,34
0,1
-5,-16
-5,-15
-3,-19
-7,-27
-11,-9
-9,22
-13,14
-19,5
-17,14
-14,9
-15,6
-8,-3
-3,-17
-7,1
-11,6
-8,-10
-10,-9
-11,-15
-2,-8
3,23
-1,15
-1,-10
0,-10
-3,-3
