eog,emg
-1,-10
-2,-13
-3,-6
-2,1
0,9
1,13
1,7
0,6
2,0
5,-9
5,-2
4,1
4,-7
3,-10
0,-6
-2,1
-4,8
-4,7
-3,1
0,4
-1,2
-2,-6
-3,2
-4,2
-3,-8
-3,-4
-7,0
-14,3
-14,3
-9,5
-6,1
-6,-10
-6,-7
-8,0
-11,6
-12,5
-10,-1
-9,5
-10,4
-12,4
-13,5
-10,-4
-4,-7
2,-12
10,-9
14,4
13,3
10,6
7,12
1,6
-8,-2
-14,-5
-18,-1
-18,1
-13,-3
-7,-7
-4,-2
-4,-3
-1,-13
2,-5
3,4
0,4
-3,10
-5,11
-6,8
-8,4
-8,-7
-6,-8
-4,-5
-6,-4
-7,5
-6,12
-8,8
-10,-12
-8,-17
-4,-2
-4,7
-8,8
-8,-2
-4,-2
-5,6
-9,0
-10,-2
-5,1
-5,4
-8,3
-9,-4
-8,-5
-6,-2
-7,0
-10,0
-9,-3
-8,-1
-8,1
-8,0
-6,4
-6,3
-8,1
-9,0
-10,-4
-10,-4
-11,-2
-11,-1
-12,5
-12,8
-8,5
-7,6
-11,-4
-14,-15
-14,-6
-13,-2
-13,-2
-15,5
-14,5
-9,9
-6,4
-9,-9
-13,-3
-14,4
-13,5
-13,8
-14,4
-15,0
-14,-9
-14,-11
-13,1
-11,1
-8,-2
-8,-2
-13,2
-18,8
-20,3
-18,-3
-17,-1
-19,0
-20,4
-18,3
-12,-1
-5,3
-5,3
-10,-8
-14,-14
-13,-1
-10,5
-5,2
-1,3
-4,3
-12,7
-18,3
-20,-5
-19,-2
-17,1
-16,2
-16,-5
-17,-10
-12,-1
-5,4
-5,2
-7,-2
-8,2
-10,10
-13,4
-12,-4
-8,-5
-10,-5
-13,0
-10,-4
-6,-3
-5,3
-7,-1
-10,6
-7,9
-1,-4
2,-10
0,1
-2,9
-2,5
0,-2
0,-7
0,1
-3,3
-3,-7
2,-1
6,2
6,0
3,5
-1,4
-5,-4
-8,-6
-8,-1
-6,6
-5,4
-5,-5
-7,-4
-9,0
-9,1
-8,-2
-8,-4
-6,-1
-5,4
-9,8
-14,8
-14,7
-14,-5
-15,-15
-16,-8
-15,-4
-11,2
-5,2
2,-2
9,-1
16,3
19,11
13,16
0,7
-13,-5
-19,-7
-17,-6
-13,-7
-10,-2
-6,0
-4,1
-5,5
-7,6
-6,5
-5,2
-4,-6
-2,-6
0,-3
-2,-6
-6,-3
-9,3
-8,8
-3,-1
2,-11
6,-3
4,0
-3,1
-7,2
-6,2
-5,6
-7,3
-10,2
-12,-1
-12,-8
-11,-2
-9,5
-6,6
-5,-1
-7,-2
-7,2
-7,0
-6,1
-4,-2
-6,-4
-9,1
-11,-1
-9,-3
-7,0
-8,4
-10,0
-8,-5
-5,-3
-4,0
-4,10
-4,9
-1,-4
1,-9
1,-12
-1,-6
-3,7
-6,8
-7,11
-4,15
-3,-3
-5,-16
-8,-8
-8,2
-3,2
2,2
4,5
1,6
-1,1
1,-3
0,-5
-4,-4
-5,-2
-4,-1
0,-3
4,-3
2,0
0,7
0,9
-2,-3
-4,0
-5,12
-4,6
-2,-8
0,-15
3,-10
2,2
