eog,emg
-33,0
-33,0
-31,1
-30,1
-30,-1
-30,-1
-32,-2
-33,-1
-33,0
-33,0
-31,1
-29,1
-28,1
-29,0
-29,-2
-29,-1
-29,0
-29,1
-28,0
-26,1
-22,0
-21,-1
-21,0
-23,0
-26,-1
-28,0
-28,0
-27,1
-28,2
-32,1
-36,0
-38,0
-37,3
-35,1
-34,-2
-35,-1
-35,-1
-35,-2
-35,-4
-35,-1
-32,1
-30,0
-31,1
-31,1
-30,0
-30,0
-30,-1
-28,0
-26,-3
-26,-1
-26,2
-28,1
-29,1
-29,-2
-28,-1
-27,2
-24,-1
-23,-1
-24,1
-25,2
-24,1
-23,-2
-20,0
-16,0
-14,-1
-13,-2
-12,-2
-11,3
-11,2
-10,0
-8,1
-5,-1
-3,0
-3,-1
-5,-3
-6,-1
-4,-1
0,0
2,0
3,0
3,2
2,3
0,3
0,-1
0,-3
1,1
1,3
-1,3
-4,-1
-5,-3
-6,-1
-6,-1
-3,1
0,0
1,-1
0,0
-1,0
-2,1
-3,0
-2,0
0,1
2,0
1,3
0,6
0,4
1,-2
4,-12
8,-18
8,-23
3,-19
-3,-7
-6,6
-7,18
-5,21
-2,18
3,18
7,13
12,8
18,3
22,-2
23,-5
22,-6
25,-5
29,-4
30,-4
27,-5
24,-4
22,-1
20,-1
17,0
14,0
14,0
13,1
10,0
5,-1
3,0
1,-3
0,-2
-2,-1
-3,1
-4,0
-3,-3
-1,0
0,1
-2,3
-4,4
-5,0
-5,-1
-6,-2
-6,0
-7,0
-6,-3
-4,-1
-4,-1
-4,-1
-4,1
-3,0
-2,0
0,-2
3,-2
5,-1
6,-2
6,-2
6,-1
6,1
6,2
6,2
7,4
6,2
5,1
3,1
1,0
2,1
5,-1
6,-1
6,2
5,2
6,0
7,-2
7,0
7,0
7,-2
8,1
9,1
11,0
13,0
14,-1
15,0
15,-1
14,0
14,2
15,1
14,1
12,0
10,-1
10,-2
11,-3
12,0
14,0
15,0
17,0
17,-1
17,1
19,-1
20,-2
19,-1
20,0
21,1
21,1
18,2
16,2
17,1
18,1
18,-1
17,0
16,1
14,0
12,0
9,-1
6,-1
5,-1
8,-1
10,1
10,1
9,2
8,2
8,0
7,-1
5,-3
4,-2
5,1
5,1
5,1
4,-1
4,-1
4,1
5,0
4,0
4,-1
4,-1
3,0
1,2
-1,4
-3,0
-6,0
-9,1
-10,0
-11,-1
