eog,emg
-17,-3
-29,0
-31,0
-22,2
-16,1
-10,1
-3,2
-2,1
-6,1
-7,1
-6,1
-9,0
-12,-2
-10,-1
-4,-2
0,-1
0,1
-5,-1
-9,0
-10,0
-15,-1
-21,1
-16,0
-6,0
-3,1
-6,0
-9,1
-13,2
-19,3
-18,-1
-12,-2
-10,0
-10,-1
-8,2
-8,0
-9,-2
-10,-1
-12,-1
-13,0
-7,0
-1,1
-1,1
-1,1
0,1
-3,-1
-7,-3
-3,-3
1,1
0,4
-2,2
-3,-1
-3,-1
-4,1
-8,1
-12,-2
-11,-2
-8,0
-8,0
-12,0
-11,0
-7,0
-6,0
-5,-2
-4,1
-3,1
-3,1
-1,0
1,-1
4,0
5,1
0,0
-4,1
2,0
8,2
7,1
4,-1
8,-1
12,-1
11,0
11,-3
14,-3
11,0
6,1
2,3
-1,1
-2,0
2,0
5,-1
4,0
5,0
7,0
8,1
10,0
12,2
12,0
9,0
11,1
15,-1
15,-2
11,-2
7,-1
3,1
3,0
6,1
6,1
0,0
1,-1
11,-2
20,-2
21,0
16,1
6,3
-4,2
-6,1
-3,-1
0,-2
5,1
8,2
5,1
5,-1
8,-1
7,0
3,-2
3,0
1,2
1,1
3,0
5,0
4,0
5,-1
8,-1
8,-1
8,-1
10,1
11,2
12,2
13,1
13,0
12,1
11,-1
11,-1
10,0
7,0
4,1
-3,0
-5,0
1,0
6,-1
5,-1
2,-2
0,-2
2,0
8,-1
10,1
7,0
7,0
17,2
28,2
34,3
36,0
29,-1
21,-2
19,-3
17,-1
11,-1
7,-1
5,-1
4,-2
7,0
13,0
17,3
16,4
13,1
14,-1
12,-1
10,0
10,2
14,1
16,-2
16,-5
12,-2
5,3
2,3
5,2
10,-2
11,-1
11,3
10,1
10,0
12,-1
17,-1
19,0
21,0
23,1
22,0
21,0
22,-1
19,-1
13,0
15,1
20,1
19,0
14,-1
10,1
5,0
0,1
1,1
6,0
8,1
8,-1
13,-1
14,0
14,-1
16,2
15,0
13,-3
19,0
25,1
22,2
19,-1
16,-4
7,-1
-3,0
-9,1
-10,-1
-3,-2
5,1
6,2
0,2
-5,0
0,0
7,0
6,-1
3,0
1,1
2,1
6,1
10,-1
7,0
3,-1
-1,-1
-6,0
-7,0
-5,3
-6,2
-7,-2
-1,-3
-1,-1
-5,3
-7,1
-7,-1
-7,-2
-6,0
-4,2
-6,0
-10,0
-9,1
-8,-1
-11,0
-8,0
2,-1
3,0
-3,0
-6,1
-10,0
-17,-1
-15,-2
-7,-1
-3,3
-4,1
-5,0
-7,-1
-9,-1
-9,1
-7,0
-7,-1
-10,0
-13,1
-12,2
-10,0
-10,1
-13,0
-16,-2
-18,0
-22,-1
-26,-1
-21,0
-14,-1
-13,0
-11,0
-10,0
-15,-1
-16,-2
-7,0
-3,1
-5,2
-8,0
-11,-1
-16,0
-18,0
-19,1
-20,2
-17,0
-17,-1
-23,-1
-26,1
-19,1
-12,-3
-14,-2
-20,1
-19,2
-18,2
-20,-1
-22,0
-23,-1
-20,-2
-14,3
-13,3
-17,1
-20,0
-18,1
-15,1
-11,0
-3,0
-2,2
-7,1
-10,-1
-15,-5
-26,-4
-34,-2
-34,0
-31,1
-28,1
-23,2
-21,1
-23,1
-23,1
-23,-1
-27,0
-30,-1
-32,0
-36,2
-34,0
-24,0
-19,-2
-19,-2
-14,0
-7,-1
-9,-1
-13,-2
-18,-1
-25,1
-25,1
-15,1
-10,0
-13,0
-16,1
-17,1
-22,0
-26,0
-25,1
-26,0
-29,-3
-28,0
-24,0
-21,1
-20,1
-18,0
-14,1
-7,-1
-3,1
-5,1
-10,-1
-12,1
-11,0
-11,-1
-9,-2
-8,-2
-11,1
-10,3
-7,3
-10,1
-21,-3
-26,-2
-18,1
-9,1
-6,-2
-7,-3
-11,0
-10,1
-8,1
-12,0
-18,1
-19,2
-21,-1
-18,0
-6,2
3,0
2,1
-1,0
-1,1
-5,0
-6,-3
0,-1
3,0
-1,0
-1,1
3,0
6,0
13,-1
15,-1
7,0
1,-1
2,0
0,1
-2,1
2,0
5,0
1,1
-4,0
-3,0
-2,0
-2,0
0,3
0,0
0,0
4,0
5,-1
2,1
-2,1
-5,1
-6,2
0,-1
9,-3
12,-3
7,-1
4,0
5,-1
5,0
5,-2
9,0
9,1
7,0
11,4
14,3
12,-1
7,-1
2,1
2,1
7,-1
9,-1
6,-2
4,-1
4,2
3,0
5,0
7,0
1,-2
-11,0
-13,0
2,0
15,-1
17,-1
17,3
14,1
8,1
5,0
2,-1
2,2
8,0
18,-2
21,-1
19,-1
18,1
12,1
4,-1
6,-1
16,0
19,1
16,0
14,0
10,-1
10,-1
10,2
