eog,emg
-7,1
-5,1
-6,-1
-8,-1
-6,2
-3,3
-3,1
-2,-1
0,0
-1,0
-3,-1
-1,-2
-2,0
-6,0
-5,1
-2,2
-4,1
-5,-1
-4,-3
-4,-1
-4,0
-1,1
1,1
0,1
1,0
2,0
1,1
2,2
5,1
3,-1
1,-1
1,1
-1,0
-5,-1
-5,-1
-5,-1
-10,-1
-11,1
-6,1
-5,0
-4,1
1,-1
4,-2
3,-1
4,0
3,1
-2,2
-5,1
-3,0
-4,-2
-7,-2
-5,1
-3,0
-4,-2
0,-1
5,-3
8,-3
13,-3
20,-1
19,5
14,7
11,4
7,4
-1,4
-3,4
-5,2
-7,-1
-5,-3
-1,-2
-1,0
-2,0
-1,-1
-2,-2
-5,-2
-5,-2
-5,-2
-8,0
-8,1
-3,0
-2,1
-2,-1
0,0
-1,0
-7,-2
-6,-1
-1,0
-1,1
-1,1
1,1
-1,1
-2,0
1,1
-1,1
-6,-2
-3,-2
2,-1
0,0
-1,1
2,0
3,2
2,0
4,-2
5,-1
1,1
-1,3
-2,1
-4,-1
-3,0
-1,0
-2,-1
-2,-2
2,0
4,1
0,2
1,2
4,0
3,0
3,-1
6,-3
6,-2
5,-2
6,-1
5,1
1,1
2,1
3,1
1,-2
1,-3
3,-1
1,2
-1,2
2,1
5,0
6,0
9,1
9,2
3,0
1,0
3,0
2,0
1,0
4,-1
5,1
2,1
2,0
2,-1
-3,-3
-5,-2
-3,0
-3,1
-4,1
-1,1
-1,1
-5,0
-4,1
-2,0
-3,1
-2,0
1,-3
-1,-2
-3,0
0,1
0,1
-2,0
1,-1
4,-1
3,2
2,2
3,-1
0,0
-2,1
0,1
0,0
-2,-3
0,-2
3,1
4,-1
6,1
7,3
4,1
0,-1
0,-2
-2,-3
-4,0
0,3
4,1
3,0
2,-1
3,-2
0,1
-2,1
0,-1
0,0
-2,0
0,0
0,3
-5,2
-3,0
4,-1
7,-2
7,0
9,1
6,-1
2,-1
5,1
6,1
3,-1
3,-2
5,-1
3,1
1,1
4,-2
3,-1
2,0
4,2
4,2
-1,1
-2,1
1,0
0,-1
-1,-1
1,0
1,-1
-1,-1
-1,0
-2,1
-4,2
-2,-1
3,-2
3,2
3,3
