eog,emg
31,-20
25,-25
18,-8
9,-25
5,-17
4,-6
4,6
5,11
7,0
5,20
3,6
5,-3
8,12
10,-2
11,6
12,0
10,-7
13,0
21,-6
27,11
26,-2
26,-3
27,17
28,-1
25,1
18,2
7,-2
2,-7
5,-17
7,5
8,-4
14,-5
24,17
30,2
32,3
29,-3
23,-3
20,0
17,-10
12,9
7,-6
7,-8
12,10
14,-8
18,3
29,11
39,10
41,0
38,-12
30,9
19,-7
8,-13
-3,1
-8,-10
4,6
22,8
30,7
32,6
39,-7
56,12
73,3
82,0
84,14
85,-9
83,-8
77,-2
66,3
57,0
53,-17
48,2
45,-5
47,-3
49,14
52,-4
59,3
66,0
65,-4
58,0
54,-11
54,5
54,-7
49,-8
43,7
42,-10
45,5
48,10
49,9
49,7
45,-8
41,9
36,-7
33,-14
28,8
25,-6
26,1
30,3
32,3
32,6
33,-4
36,13
37,-5
34,-13
27,6
22,-11
23,2
25,8
24,7
22,3
19,-7
15,14
12,-3
11,-12
10,4
11,-9
16,3
17,6
12,2
12,3
20,-9
27,7
27,-4
26,-8
25,10
24,-10
24,0
24,4
22,4
18,9
14,-13
15,8
18,16
17,9
9,21
-1,-4
-9,-4
-15,2
-19,-8
-21,-10
-26,-13
-36,5
-46,-7
-48,-5
-43,16
-36,-9
-32,-9
-29,-3
-30,-6
-32,-7
-31,-16
-31,8
-32,6
-28,1
-25,16
-26,-4
-27,-4
-27,-8
-28,-8
-28,2
-25,-5
-25,12
-26,-3
-25,-7
-26,16
-29,-1
-32,4
-32,6
-30,2
-28,1
-25,-11
-25,5
-26,-9
-26,-14
-25,9
-21,-4
-20,0
-27,-3
-36,-7
-41,0
-44,-12
-46,-3
-47,-16
-49,-19
-54,5
-59,-4
-61,9
-58,19
-57,11
-56,4
-56,-5
-61,12
-68,-5
-71,-13
-69,11
-68,-3
-67,5
-64,7
-60,3
-56,6
-56,-6
-59,8
-64,-2
-67,-4
-71,12
-77,-6
-82,4
-83,6
-86,-3
-90,-5
-90,-14
-88,12
-85,4
-76,-3
-69,18
-69,-3
-72,-2
-77,-4
-85,-12
-90,-1
-91,-4
-93,14
-95,2
-92,-3
-88,17
-84,-6
-79,-2
-78,5
-83,4
-85,6
-78,-9
-71,4
-72,-9
-78,-15
-82,5
-82,-8
-80,4
-75,9
-67,5
-58,11
-52,0
-55,10
-57,-5
-53,-10
-49,14
-48,-3
-46,5
-38,14
-26,10
-14,9
-7,-10
-4,0
-6,-15
-11,-23
-18,-3
-25,-18
-28,-9
-29,-5
-32,-12
-33,-7
-31,-12
-27,11
-26,3
-26,-5
-30,21
-36,4
-40,9
-39,12
-36,0
-33,5
-27,-1
-21,14
-18,5
-16,-4
-14,10
-14,-12
-14,-7
-11,-1
-6,-5
-2,2
0,-9
-5,8
-10,1
-5,-8
4,10
10,-11
12,-8
14,-1
15,-1
14,4
12,-9
10,9
10,2
11,-2
11,16
6,-9
4,-5
8,3
13,-3
16,2
19,-5
22,10
22,1
21,-3
21,17
20,-6
19,-6
19,1
18,-3
18,1
25,-7
37,11
41,2
37,-3
32,14
28,-11
25,-10
27,-8
28,-12
26,1
25,-5
25,8
27,0
31,-2
33,19
30,-3
29,-5
28,2
26,3
27,10
28,-5
27,9
28,2
31,-14
32,8
32,-12
35,-7
35,6
31,-10
30,-7
33,-7
35,7
33,-5
28,-14
25,13
28,12
37,14
43,1
41,-16
34,-7
30,-3
30,15
33,7
39,1
42,18
39,-3
36,-6
35,-4
34,-10
31,-3
27,-4
26,14
31,1
36,-6
35,11
31,-12
33,-4
39,5
40,-3
35,0
31,-7
27,15
28,2
34,-13
33,7
27,-11
24,0
24,10
25,-5
29,-2
32,-11
30,6
30,4
34,-3
34,19
32,3
34,8
35,15
35,3
38,-1
43,-17
43,-4
39,-9
34,-17
34,2
37,-15
40,-3
41,12
41,2
41,3
43,-9
44,6
44,4
45,-2
45,17
42,-6
41,-3
39,5
27,-8
11,0
11,1
31,21
56,13
73,2
80,22
