eog,emg
-22,-15
-23,-5
-22,8
-24,13
-32,7
-35,-11
-31,-16
-29,6
-28,14
-26,8
-25,2
-25,1
-26,3
-26,-6
-25,-12
-19,-16
-13,-22
-11,-3
-13,29
-22,26
-36,-3
-43,-9
-38,11
-30,13
-29,-7
-31,-11
-31,-6
-33,1
-36,3
-35,-15
-37,-20
-42,2
-39,17
-31,11
-29,-6
-27,-6
-25,8
-27,10
-26,-5
-22,-9
-21,8
-26,4
-31,-10
-33,2
-31,8
-25,6
-23,2
-29,-7
-35,-15
-36,-21
-36,-6
-35,21
-33,25
-32,9
-33,-3
-36,-14
-37,-21
-38,-3
-39,18
-37,10
-34,-5
-30,-3
-23,-2
-18,-6
-19,-6
-22,1
-21,23
-20,17
-20,-17
-21,-10
-22,0
-24,-15
-25,-5
-22,3
-19,-3
-26,18
-36,19
-36,-3
-26,-5
-19,-18
-23,-12
-27,13
-23,12
-18,11
-16,-4
-16,-17
-15,5
-18,9
-21,0
-17,-10
-14,-11
-18,6
-19,9
-19,12
-21,-1
-23,-24
-23,-10
-23,8
-23,8
-24,8
-28,1
-29,3
-25,5
-25,-6
-30,0
-30,7
-30,-10
-31,-10
-22,-4
-9,-7
-8,6
-16,8
-20,6
-19,3
-18,-11
-16,-4
-13,15
-12,14
-7,0
-1,-14
-2,-13
-12,7
-20,13
-20,-5
-18,-10
-18,-4
-22,-10
-28,-7
-31,10
-23,14
-15,3
-22,0
-35,-1
-35,-7
-25,-8
-16,-5
-12,9
-16,13
-18,-4
-10,1
-3,6
-2,-8
-2,-9
-4,-10
-7,5
-3,16
4,-3
2,4
-3,12
-3,-9
-5,-12
-9,0
-8,5
-4,7
-5,0
-7,-8
-6,7
-6,10
-9,-17
-7,-13
0,-11
5,-6
3,32
0,20
2,-6
7,-2
9,-10
8,-12
9,-11
13,-2
15,22
14,12
9,-13
-1,-14
-10,3
-10,24
-3,21
0,-1
-2,-26
-2,-32
-4,3
-9,22
-14,4
-15,9
-12,8
-8,5
-6,-14
-10,-27
-16,7
-13,8
-6,-13
-4,-6
-6,9
-3,17
1,15
4,3
7,-14
8,-13
8,-6
10,-7
13,2
16,11
16,0
11,-10
7,-1
6,11
4,9
1,-7
3,-12
7,4
4,3
0,-5
1,8
4,19
2,9
-1,-14
-1,-15
-1,-3
-2,-15
0,-10
3,8
4,5
6,10
7,16
6,6
7,-6
8,-14
2,-15
-5,5
-7,17
-8,-3
-6,-9
-2,6
-6,9
-16,-1
-18,-13
-11,-12
-3,-15
4,3
9,34
11,12
11,-8
14,-5
19,-13
22,-2
26,-5
31,-8
31,19
28,21
27,7
27,-2
30,2
34,2
33,-20
30,-29
29,2
28,25
22,14
15,-9
14,-32
13,-2
10,28
8,6
8,8
7,-1
6,-6
6,11
6,-12
8,-5
12,7
12,-21
8,-2
10,13
17,6
21,23
24,5
28,-14
28,-5
26,-22
29,-27
32,-2
31,21
28,28
27,23
